Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average p-value
REACTOME_XENOBIOTICS	1.00	1.00	0.59	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.53	0.98	0.924166666667
BIOCARTA_GRANULOCYTES_PATHWAY	0.76	0.99	1.00	1.00	1.00	0.99	0.97	0.44	1.00	0.95	1.00	1.00	0.925
BIOCARTA_DC_PATHWAY	0.98	0.89	1.00	1.00	0.97	0.76	0.94	0.98	0.97	0.61	1.00	1.00	0.925
REACTOME_LIPOPROTEIN_METABOLISM	1.00	0.99	0.99	0.58	0.92	0.87	0.93	1.00	1.00	0.87	0.95	1.00	0.925
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.95	0.97	0.93	0.80	1.00	0.84	0.92	0.99	0.91	0.85	0.95	1.00	0.925833333333
BIOCARTA_CDK5_PATHWAY	0.90	0.99	0.99	0.93	0.44	0.99	1.00	0.98	0.95	1.00	1.00	0.96	0.9275
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1.00	1.00	0.74	1.00	0.85	0.98	1.00	1.00	1.00	1.00	0.88	0.68	0.9275
BIOCARTA_EPONFKB_PATHWAY	1.00	0.99	0.90	1.00	0.93	0.95	1.00	0.96	0.97	0.61	0.85	0.98	0.928333333333
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.97	0.98	1.00	0.57	1.00	0.68	0.95	1.00	1.00	1.00	1.00	1.00	0.929166666667
BIOCARTA_ERYTH_PATHWAY	0.97	0.61	0.99	1.00	0.97	1.00	0.81	0.89	1.00	0.93	0.99	1.00	0.93
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.99	0.92	0.91	0.82	0.85	0.95	1.00	1.00	1.00	0.97	0.75	1.00	0.93
REACTOME_INTRINSIC_PATHWAY	1.00	1.00	0.84	1.00	1.00	0.76	0.76	0.98	1.00	0.93	0.89	1.00	0.93
BIOCARTA_EIF2_PATHWAY	0.78	0.99	0.98	0.86	0.93	1.00	1.00	1.00	0.80	0.93	0.90	1.00	0.930833333333
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	1.00	0.99	1.00	0.94	1.00	0.84	1.00	0.71	1.00	1.00	0.97	0.73	0.931666666667
BIOCARTA_BARR_MAPK_PATHWAY	0.97	0.97	0.99	1.00	0.89	1.00	1.00	0.89	0.97	1.00	0.89	0.61	0.931666666667
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.93	0.99	0.84	0.72	0.99	1.00	1.00	0.96	1.00	0.99	0.76	1.00	0.931666666667
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.92	1.00	0.99	0.71	0.86	0.88	1.00	1.00	1.00	0.82	1.00	1.00	0.931666666667
BIOCARTA_TCYTOTOXIC_PATHWAY	1.00	1.00	1.00	1.00	1.00	1.00	0.26	0.93	1.00	1.00	1.00	1.00	0.9325
BIOCARTA_THELPER_PATHWAY	1.00	1.00	1.00	1.00	1.00	1.00	0.26	0.93	1.00	1.00	1.00	1.00	0.9325
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.00	0.98	1.00	0.95	1.00	0.37	0.91	1.00	1.00	1.00	1.00	0.99	0.933333333333
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.99	0.97	0.95	1.00	0.57	0.92	0.90	0.95	0.97	1.00	0.98	1.00	0.933333333333
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.99	1.00	1.00	0.28	1.00	1.00	1.00	0.98	1.00	0.98	1.00	0.98	0.934166666667
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.85	1.00	0.95	1.00	1.00	0.97	0.81	1.00	0.76	0.99	0.90	0.98	0.934166666667
SA_G1_AND_S_PHASES	0.54	0.99	1.00	1.00	0.89	0.94	1.00	1.00	0.97	0.92	1.00	0.96	0.934166666667
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.00	1.00	0.99	1.00	0.93	0.99	0.91	1.00	1.00	0.79	0.68	0.92	0.934166666667
REACTOME_SHC_MEDIATED_CASCADE	0.97	1.00	0.97	0.50	1.00	0.85	1.00	1.00	1.00	1.00	0.93	1.00	0.935
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.91	0.99	1.00	0.94	0.97	1.00	0.94	0.93	1.00	0.90	0.91	0.73	0.935
PID_IL27PATHWAY	1.00	0.60	0.91	1.00	1.00	0.95	0.77	0.99	1.00	1.00	1.00	1.00	0.935
BIOCARTA_NO1_PATHWAY	0.58	0.86	0.99	0.97	1.00	0.85	0.99	0.99	1.00	1.00	1.00	1.00	0.935833333333
BIOCARTA_RB_PATHWAY	0.92	0.99	0.98	1.00	1.00	0.79	0.62	0.97	0.99	1.00	0.99	0.99	0.936666666667
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.94	0.86	0.90	1.00	0.92	0.65	1.00	1.00	0.99	1.00	0.98	1.00	0.936666666667
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.86	1.00	0.95	0.83	1.00	1.00	1.00	1.00	1.00	0.89	0.76	0.95	0.936666666667
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.85	1.00	0.96	1.00	1.00	1.00	0.99	1.00	0.99	0.87	0.86	0.72	0.936666666667
KEGG_TYPE_I_DIABETES_MELLITUS	1.00	1.00	0.89	0.76	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.61	0.9375
BIOCARTA_BLYMPHOCYTE_PATHWAY	1.00	1.00	1.00	1.00	1.00	1.00	0.33	0.93	1.00	1.00	1.00	1.00	0.938333333333
REACTOME_PYRIMIDINE_CATABOLISM	0.92	0.89	0.94	0.99	0.97	0.67	1.00	0.94	1.00	1.00	0.94	1.00	0.938333333333
BIOCARTA_MCM_PATHWAY	0.90	0.98	0.95	1.00	0.99	1.00	1.00	0.98	0.85	0.73	0.90	0.98	0.938333333333
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.93	1.00	0.99	0.53	1.00	1.00	1.00	1.00	1.00	0.93	0.89	0.99	0.938333333333
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.76	1.00	0.99	1.00	0.91	0.98	0.79	1.00	1.00	0.99	1.00	0.85	0.939166666667
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.95	1.00	0.66	0.90	0.98	0.97	0.93	1.00	1.00	0.89	1.00	1.00	0.94
REACTOME_ION_CHANNEL_TRANSPORT	0.99	1.00	0.85	0.82	0.98	0.83	0.97	0.99	0.98	1.00	0.88	1.00	0.940833333333
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	0.92	0.99	0.99	1.00	0.89	0.96	1.00	0.98	0.74	0.82	1.00	1.00	0.940833333333
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	1.00	1.00	1.00	0.89	1.00	0.99	0.81	1.00	0.96	0.72	1.00	0.94	0.9425
BIOCARTA_SET_PATHWAY	0.69	0.99	0.95	1.00	1.00	0.88	1.00	1.00	1.00	0.92	0.90	1.00	0.944166666667
REACTOME_G_PROTEIN_ACTIVATION	1.00	1.00	0.96	0.72	0.99	0.87	0.92	1.00	1.00	1.00	0.94	0.94	0.945
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.97	1.00	0.85	0.92	1.00	0.62	1.00	1.00	1.00	1.00	1.00	1.00	0.946666666667
KEGG_DNA_REPLICATION	1.00	0.98	0.99	1.00	1.00	1.00	0.67	1.00	0.99	0.91	0.87	0.95	0.946666666667
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	1.00	1.00	1.00	0.46	0.97	1.00	1.00	0.96	0.98	1.00	1.00	1.00	0.9475
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1.00	0.99	0.85	0.95	1.00	0.85	1.00	1.00	1.00	1.00	0.73	1.00	0.9475
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.71	0.99	0.95	1.00	0.97	1.00	1.00	0.98	1.00	0.93	0.89	0.96	0.948333333333
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	1.00	1.00	0.99	0.97	1.00	1.00	0.67	1.00	0.96	1.00	0.79	1.00	0.948333333333
BIOCARTA_CTLA4_PATHWAY	0.98	1.00	0.94	1.00	0.99	1.00	1.00	0.76	0.97	0.81	0.95	0.98	0.948333333333
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.91	0.99	1.00	1.00	0.99	0.52	0.98	1.00	1.00	1.00	1.00	1.00	0.949166666667
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.83	1.00	0.91	0.98	1.00	0.93	0.85	0.96	1.00	0.94	1.00	1.00	0.95
REACTOME_AMINE_DERIVED_HORMONES	0.95	1.00	0.82	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.63	1.00	0.95
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.99	0.94	0.88	0.74	0.98	0.99	1.00	1.00	1.00	0.94	0.94	1.00	0.95
REACTOME_POL_SWITCHING	0.99	0.99	0.99	1.00	1.00	0.99	0.67	1.00	0.97	1.00	0.97	0.83	0.95
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.98	0.99	1.00	0.77	0.92	0.78	1.00	1.00	1.00	1.00	0.97	1.00	0.950833333333
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	1.00	0.99	1.00	0.46	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.951666666667
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	1.00	1.00	0.65	0.82	1.00	0.95	1.00	1.00	1.00	1.00	1.00	1.00	0.951666666667
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.99	0.53	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	0.94	0.98	0.951666666667
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.99	1.00	0.64	1.00	1.00	0.79	1.00	1.00	1.00	1.00	1.00	1.00	0.951666666667
KEGG_RETINOL_METABOLISM	1.00	1.00	0.96	0.95	1.00	0.99	1.00	1.00	1.00	0.90	0.82	0.82	0.953333333333
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	1.00	1.00	1.00	0.78	1.00	1.00	0.67	1.00	0.99	1.00	1.00	1.00	0.953333333333
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.91	1.00	0.99	0.97	0.92	0.91	1.00	0.92	0.99	0.97	0.87	1.00	0.954166666667
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.97	0.99	0.99	0.97	0.97	1.00	1.00	0.93	1.00	1.00	0.81	0.82	0.954166666667
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.97	1.00	1.00	0.48	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.954166666667
REACTOME_IL_RECEPTOR_SHC_SIGNALING	1.00	1.00	0.91	1.00	1.00	1.00	0.91	0.95	0.99	0.73	0.98	1.00	0.955833333333
REACTOME_REGULATION_OF_IFNA_SIGNALING	1.00	0.99	0.99	1.00	1.00	1.00	0.82	0.98	0.96	1.00	0.79	0.96	0.9575
REACTOME_COMPLEMENT_CASCADE	1.00	1.00	0.97	1.00	1.00	1.00	0.67	0.91	0.99	0.97	0.98	1.00	0.9575
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	1.00	1.00	1.00	1.00	1.00	1.00	0.67	1.00	0.82	1.00	1.00	1.00	0.9575
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.99	0.99	0.95	1.00	1.00	0.79	1.00	1.00	1.00	0.81	0.98	1.00	0.959166666667
REACTOME_SIGNALING_BY_GPCR	1.00	0.98	0.80	0.81	0.99	0.93	1.00	1.00	1.00	1.00	1.00	1.00	0.959166666667
BIOCARTA_CYTOKINE_PATHWAY	0.97	1.00	1.00	1.00	1.00	1.00	0.62	1.00	1.00	0.93	0.99	1.00	0.959166666667
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.88	0.99	0.84	1.00	0.97	0.98	1.00	1.00	1.00	0.92	0.93	1.00	0.959166666667
REACTOME_SYNTHESIS_OF_PE	0.95	0.99	0.94	1.00	0.87	0.98	1.00	0.93	0.97	1.00	0.93	0.96	0.96
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.99	1.00	1.00	0.53	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.96
PID_ALK2PATHWAY	0.92	0.99	0.99	1.00	1.00	1.00	1.00	0.98	0.97	0.93	0.76	1.00	0.961666666667
REACTOME_ENDOGENOUS_STEROLS	0.97	0.99	0.95	0.67	1.00	1.00	1.00	1.00	1.00	1.00	0.98	0.98	0.961666666667
BIOCARTA_TH1TH2_PATHWAY	0.97	0.99	0.99	1.00	0.88	0.98	0.94	0.98	0.97	0.99	1.00	0.85	0.961666666667
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.97	1.00	1.00	0.61	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.99	0.9625
BIOCARTA_AKAP95_PATHWAY	0.99	0.99	0.99	1.00	1.00	0.84	0.88	0.98	0.97	1.00	0.92	1.00	0.963333333333
BIOCARTA_AHSP_PATHWAY	0.88	0.99	0.98	1.00	1.00	1.00	1.00	1.00	0.91	1.00	0.80	1.00	0.963333333333
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	1.00	1.00	1.00	0.59	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.99	0.963333333333
PID_INTEGRIN2_PATHWAY	1.00	1.00	0.99	0.88	1.00	0.90	0.91	0.91	1.00	1.00	1.00	1.00	0.965833333333
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	1.00	1.00	1.00	1.00	1.00	1.00	0.69	1.00	1.00	0.93	1.00	0.97	0.965833333333
REACTOME_STRIATED_MUSCLE_CONTRACTION	1.00	1.00	1.00	1.00	1.00	0.60	1.00	1.00	1.00	1.00	1.00	1.00	0.966666666667
REACTOME_THE_NLRP3_INFLAMMASOME	1.00	1.00	0.98	1.00	1.00	1.00	0.66	1.00	0.99	1.00	0.99	0.99	0.9675
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	1.00	0.99	0.99	1.00	0.86	0.83	1.00	0.94	1.00	1.00	1.00	1.00	0.9675
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.99	1.00	0.99	1.00	1.00	0.93	0.83	0.93	1.00	1.00	0.95	1.00	0.968333333333
KEGG_HOMOLOGOUS_RECOMBINATION	0.97	1.00	1.00	1.00	1.00	1.00	0.67	1.00	1.00	1.00	0.98	1.00	0.968333333333
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.78	1.00	1.00	0.98	1.00	0.99	0.99	1.00	1.00	1.00	0.92	0.96	0.968333333333
REACTOME_GABA_RECEPTOR_ACTIVATION	0.92	1.00	1.00	0.87	0.96	0.97	0.97	1.00	0.95	1.00	1.00	1.00	0.97
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.92	0.99	0.95	1.00	1.00	1.00	1.00	0.96	1.00	1.00	0.88	0.98	0.973333333333
BIOCARTA_CLASSIC_PATHWAY	0.91	0.99	0.99	1.00	0.96	1.00	0.98	0.96	1.00	0.93	0.97	1.00	0.974166666667
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	1.00	0.98	1.00	0.84	1.00	1.00	1.00	1.00	0.99	0.97	0.98	0.93	0.974166666667
REACTOME_PD1_SIGNALING	1.00	1.00	1.00	0.83	1.00	1.00	0.94	1.00	1.00	1.00	1.00	0.93	0.975
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.99	0.99	0.99	1.00	0.98	0.99	1.00	1.00	0.97	1.00	0.80	1.00	0.975833333333
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.93	1.00	0.99	1.00	0.96	1.00	1.00	1.00	0.84	1.00	1.00	1.00	0.976666666667
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.91	0.99	1.00	1.00	1.00	1.00	1.00	0.96	1.00	0.90	1.00	0.96	0.976666666667
BIOCARTA_EXTRINSIC_PATHWAY	1.00	0.99	1.00	1.00	1.00	0.99	1.00	0.76	1.00	1.00	1.00	1.00	0.978333333333
KEGG_REGULATION_OF_AUTOPHAGY	1.00	1.00	1.00	0.92	1.00	0.89	1.00	1.00	1.00	1.00	0.95	1.00	0.98
REACTOME_GPCR_DOWNSTREAM_SIGNALING	1.00	1.00	0.98	0.81	0.99	0.98	1.00	1.00	1.00	1.00	1.00	1.00	0.98
REACTOME_GLUCURONIDATION	0.86	1.00	1.00	1.00	1.00	1.00	1.00	0.98	0.97	1.00	1.00	0.96	0.980833333333
KEGG_TASTE_TRANSDUCTION	1.00	1.00	1.00	0.87	1.00	1.00	0.91	1.00	1.00	1.00	1.00	1.00	0.981666666667
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.90	1.00	1.00	1.00	1.00	1.00	0.90	1.00	1.00	1.00	1.00	1.00	0.983333333333
KEGG_GRAFT_VERSUS_HOST_DISEASE	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.82	0.985
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	1.00	1.00	0.99	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.84	1.00	0.985
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	0.99	1.00	1.00	0.83	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.985
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.91	1.00	1.00	1.00	1.00	1.00	0.92	1.00	1.00	1.00	1.00	1.00	0.985833333333
REACTOME_STEROID_HORMONES	1.00	1.00	1.00	1.00	1.00	1.00	0.93	1.00	0.91	1.00	1.00	1.00	0.986666666667
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	1.00	1.00	0.87	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.988333333333
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.95	1.00	1.00	1.00	1.00	1.00	1.00	0.96	1.00	0.99	0.97	1.00	0.989166666667
BIOCARTA_CTL_PATHWAY	1.00	0.99	1.00	1.00	1.00	1.00	0.99	0.92	1.00	1.00	1.00	0.98	0.99
BIOCARTA_IL17_PATHWAY	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.92	1.00	1.00	0.990833333333
REACTOME_DNA_STRAND_ELONGATION	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.97	0.95	0.99	0.991666666667
PID_IL12_STAT4PATHWAY	1.00	1.00	0.99	1.00	1.00	0.95	0.97	1.00	0.99	1.00	1.00	1.00	0.991666666667
REACTOME_UNWINDING_OF_DNA	0.99	0.99	0.99	1.00	1.00	1.00	1.00	1.00	0.97	1.00	1.00	0.96	0.991666666667
REACTOME_GABA_A_RECEPTOR_ACTIVATION	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.93	1.00	1.00	1.00	0.9925
REACTOME_SEROTONIN_RECEPTORS	0.97	1.00	0.99	1.00	0.99	1.00	1.00	1.00	0.97	1.00	0.99	1.00	0.9925
REACTOME_EXTENSION_OF_TELOMERES	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	0.99	0.99	1.00	0.95	0.9925
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.97	1.00	1.00	1.00	0.96	1.00	1.00	0.98	1.00	1.00	1.00	1.00	0.9925
BIOCARTA_NKT_PATHWAY	1.00	0.95	1.00	1.00	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00	0.993333333333
REACTOME_TRYPTOPHAN_CATABOLISM	1.00	1.00	1.00	1.00	1.00	0.93	1.00	1.00	0.99	1.00	1.00	1.00	0.993333333333
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	1.00	1.00	0.97	1.00	1.00	1.00	1.00	0.96	1.00	1.00	1.00	1.00	0.994166666667
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.99	1.00	0.99	1.00	1.00	0.99	1.00	0.96	1.00	1.00	1.00	1.00	0.994166666667
KEGG_ALLOGRAFT_REJECTION	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.94	1.00	1.00	0.99	0.994166666667
BIOCARTA_INFLAM_PATHWAY	1.00	0.99	1.00	1.00	1.00	1.00	0.94	1.00	1.00	1.00	1.00	1.00	0.994166666667
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.99	1.00	0.99	1.00	1.00	1.00	0.96	1.00	1.00	1.00	1.00	1.00	0.995
KEGG_LINOLEIC_ACID_METABOLISM	0.97	1.00	0.98	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.995
REACTOME_COMMON_PATHWAY	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97	1.00	0.995
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.96	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.996666666667
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.97	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.996666666667
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.00	1.00	1.00	0.96	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.996666666667
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.9975
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	0.998333333333
REACTOME_GLYCOPROTEIN_HORMONES	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.999166666667
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.999166666667
BIOCARTA_STEM_PATHWAY	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.999166666667
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	0.999166666667
KEGG_ASTHMA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
REACTOME_OLFACTORY_SIGNALING_PATHWAY	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
BIOCARTA_ASBCELL_PATHWAY	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
REACTOME_DEFENSINS	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
KEGG_STEROID_HORMONE_BIOSYNTHESIS	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
KEGG_OLFACTORY_TRANSDUCTION	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
REACTOME_BETA_DEFENSINS	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.0
