Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average AUC
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	0.80902711	0.93981554	0.98188634	0.99189038	0.89584423	0.98936170	0.96208641	0.94683454	0.82079890	0.92866965	0.96911015	0.95712941	0.93270453
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.75416800	0.96081229	0.96758135	0.97950989	0.94717925	0.97603697	0.99489177	0.92964860	0.84178145	0.95142127	0.95718134	0.92967166	0.93249032
PID_ALK2PATHWAY	0.85391813	0.92533071	0.94385011	0.97998344	0.92948060	0.96718246	0.99222307	0.88477735	0.88921028	0.95651907	0.95836460	0.90692543	0.932313770833
BIOCARTA_SKP2E2F_PATHWAY	0.86814992	0.92856134	0.95344402	0.96678910	0.93014020	0.98252740	0.99318903	0.85734813	0.87865014	0.93236276	0.95360269	0.94256906	0.932277815833
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.85275917	0.90875729	0.92707916	0.98456040	0.93753546	0.98360198	0.98913165	0.89208991	0.90785124	0.93422485	0.94094276	0.92862364	0.932263125833
REACTOME_PYRIMIDINE_CATABOLISM	0.85458267	0.95884141	0.96718467	0.98306955	0.94698129	0.98751343	0.97578474	0.91140987	0.85431589	0.86475940	0.94570467	0.92464354	0.931232594167
BIOCARTA_GLYCOLYSIS_PATHWAY	0.78711324	0.95391647	0.94509603	0.94409934	0.95211459	0.96649473	0.98879552	0.94813162	0.89628965	0.92041308	0.90637807	0.96392235	0.931063724167
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	0.77022329	0.94262193	0.95094535	0.98618088	0.92002925	0.98534279	0.99132671	0.86414853	0.92984389	0.91319908	0.96108706	0.95550713	0.930871324167
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.86406699	0.92851587	0.97202797	0.97413529	0.95033836	0.97840103	0.98283847	0.85953905	0.84660239	0.96299684	0.94802309	0.90104893	0.93071119
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.85927698	0.93848535	0.92605406	0.95798448	0.93128498	0.97571459	0.99185129	0.89655712	0.84123049	0.96358342	0.92897547	0.95675160	0.930645819167
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.85200425	0.90592080	0.94884881	0.99086588	0.96551305	0.98347303	0.99231814	0.86044957	0.86331497	0.96878428	0.91352573	0.92265715	0.930639638333
ST_INTERFERON_GAMMA_PATHWAY	0.88023923	0.92515310	0.95556782	0.96377861	0.93028565	0.95718891	0.99489177	0.88085076	0.87557392	0.91602679	0.92490620	0.96094048	0.93045027
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.85346093	0.94442018	0.96181382	0.97766795	0.90829887	0.97657425	0.99253544	0.90264618	0.84898990	0.89892926	0.95336219	0.94669444	0.930449450833
BIOCARTA_PTC1_PATHWAY	0.83870282	0.94086504	0.97617607	0.98132483	0.92787439	0.97926069	0.99477633	0.84682836	0.86404959	0.90986737	0.96444444	0.94049084	0.9303883975
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.83508772	0.88257772	0.97973391	0.99084787	0.94474754	0.98983452	0.98031067	0.92182387	0.85348944	0.94166190	0.94506013	0.89552102	0.930058025833
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.79392344	0.92286979	0.93797630	0.98553269	0.90082188	0.98467655	0.99252865	0.93489239	0.85702479	0.93560765	0.94346320	0.96856626	0.9298236325
BIOCARTA_AKAP95_PATHWAY	0.81811802	0.95013692	0.94753882	0.97919030	0.91152122	0.98437567	0.99412783	0.87792005	0.88769513	0.92118530	0.94965849	0.93586018	0.9297773275
KEGG_ASTHMA	0.84424774	0.93734111	0.94490247	0.98251859	0.91073632	0.97057812	0.99265258	0.82866695	0.91276400	0.95810093	0.91165945	0.95901393	0.929431849167
BIOCARTA_ETC_PATHWAY	0.82597554	0.94397411	0.95995583	0.97757432	0.91717009	0.98839458	0.99340463	0.83404467	0.86106520	0.92868447	0.96597403	0.95364408	0.929155129167
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.80540138	0.98722898	0.91538462	0.96420173	0.93644312	0.97691812	0.99459469	0.87746479	0.86051423	0.95431393	0.92607023	0.94823952	0.928897945
BIOCARTA_SODD_PATHWAY	0.81027113	0.94551181	0.94348887	0.99246115	0.93389800	0.97902429	0.99360496	0.86204296	0.85697888	0.96765277	0.93725830	0.92355623	0.928812445833
BIOCARTA_GRANULOCYTES_PATHWAY	0.87652313	0.93640880	0.92160302	0.97718360	0.92995915	0.97749839	0.99324336	0.94959454	0.84389348	0.95308854	0.90052910	0.88064316	0.928347355833
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.75167464	0.95325793	0.91489660	0.99373053	0.93586827	0.98817967	0.99494949	0.92060037	0.85087236	0.97493806	0.92071188	0.94003079	0.928309215833
BIOCARTA_PLATELETAPP_PATHWAY	0.81262626	0.91814997	0.96308019	0.93087560	0.94757962	0.98837309	0.99441474	0.93528671	0.85932048	0.90123669	0.93240981	0.95608596	0.928286593333
BIOCARTA_ERYTH_PATHWAY	0.83091441	0.97043609	0.95371393	0.95753074	0.95035050	0.95979264	0.99437392	0.92051501	0.82910927	0.95501909	0.92956229	0.88683534	0.928179435833
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	0.81730463	0.90168410	0.96401193	0.98500693	0.91822215	0.97872340	0.99489008	0.83006118	0.87681359	0.92474359	0.96562771	0.98080168	0.928157580833
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.79207337	0.93758059	0.93264357	0.96401088	0.95323508	0.98373093	0.97683898	0.92042965	0.85188246	0.92258222	0.94823473	0.95112332	0.927863815
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.87027113	0.88634546	0.92226857	0.95889555	0.90593917	0.94362777	0.99388167	0.89257362	0.90422406	0.97284162	0.92602213	0.95337820	0.9275224125
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.80709197	0.93495054	0.95474311	0.97108158	0.94089308	0.97792822	0.99032850	0.85455968	0.89012856	0.91391836	0.95549784	0.93569892	0.92723503
REACTOME_KERATAN_SULFATE_DEGRADATION	0.84355130	0.89720621	0.97096743	0.92120312	0.92220953	0.98738448	0.99205331	0.90668658	0.86721763	0.93413591	0.96793651	0.91189507	0.92687059
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	0.86988304	0.87669895	0.92552516	0.97916419	0.95275598	0.95798410	0.99146252	0.83247973	0.91221304	0.95992740	0.93110149	0.93276775	0.926830279167
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.86528974	0.88321630	0.96456740	0.98917157	0.88224382	0.97588652	0.98893812	0.84050363	0.84628099	0.96593609	0.95849928	0.95728657	0.9264850025
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.80637959	0.92181766	0.95295056	0.98799402	0.96342165	0.94579841	0.98997369	0.89889031	0.89426079	0.90984093	0.93012025	0.91356715	0.926251250833
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.86852738	0.90912892	0.93382271	0.97788581	0.90620844	0.98108747	0.99161022	0.92842510	0.84462810	0.95501556	0.91389129	0.90332832	0.926129943333
BIOCARTA_RB_PATHWAY	0.85229665	0.92060374	0.95756076	0.95808711	0.93211680	0.98557920	0.99471182	0.89408166	0.87525253	0.86757442	0.93336219	0.94038577	0.925967720833
BIOCARTA_LECTIN_PATHWAY	0.84179692	0.94142235	0.93926717	0.97376978	0.93834465	0.97625188	0.99494949	0.90008536	0.86193756	0.93047385	0.94272246	0.86608738	0.925592404167
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.78085061	0.95081263	0.94484521	0.96874629	0.96476569	0.98517086	0.98385027	0.90995874	0.83526171	0.93517495	0.92140452	0.91919283	0.925002859167
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.85551302	0.89931992	0.93917720	0.99244135	0.90665618	0.95573140	0.99494949	0.88196045	0.90709668	0.90954761	0.94133718	0.91542654	0.924929751667
REACTOME_POL_SWITCHING	0.81288145	0.92868597	0.95678104	0.96854463	0.88458294	0.97709005	0.99459978	0.85928297	0.87819100	0.92760802	0.94266474	0.96500053	0.924659426667
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.81406167	0.89446195	0.97580938	0.95377843	0.90330960	0.97947561	0.97436211	0.80997297	0.87304867	0.97322138	0.96752285	0.97144900	0.924206135
BIOCARTA_SET_PATHWAY	0.88467836	0.93699971	0.96318925	0.96458885	0.93299608	0.98353750	0.99182243	0.80046948	0.84352617	0.96282885	0.95137085	0.87360489	0.924134368333
REACTOME_PURINE_CATABOLISM	0.83643806	0.97052864	0.95578457	0.97703956	0.92057736	0.96468945	0.99341143	0.88748762	0.78448118	0.92224949	0.92750361	0.94389485	0.923673818333
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.77217969	0.95080577	0.94353931	0.95089397	0.92505234	0.96193853	0.99436211	0.86907099	0.89269972	0.91154240	0.95629630	0.95503429	0.923617951667
REACTOME_ENDOGENOUS_STEROLS	0.83823498	0.92013738	0.96349732	0.99118637	0.90935751	0.96978294	0.98654783	0.83675653	0.86923783	0.91506367	0.94146224	0.94183810	0.923591891667
REACTOME_P2Y_RECEPTORS	0.80270069	0.94149019	0.88303276	0.99397360	0.95176574	0.97973351	0.99353366	0.92720159	0.87846648	0.92525111	0.85871092	0.94187191	0.923144346667
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.86433280	0.92265232	0.94219114	0.95319145	0.95362919	0.94706641	0.99494949	0.80223360	0.89825528	0.90595402	0.93406445	0.95262896	0.922595759167
REACTOME_IL_6_SIGNALING	0.84328549	0.95375581	0.94181402	0.92183151	0.89860021	0.96877283	0.99494949	0.87883056	0.84761249	0.94242116	0.91989418	0.94801977	0.92164896
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.80278575	0.92328884	0.96252675	0.91292605	0.92799084	0.98555770	0.99191580	0.85996586	0.85445363	0.97059907	0.94181818	0.91407700	0.920658789167
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	0.73275917	0.94741928	0.97228016	0.99281766	0.89846663	0.97850849	0.98495936	0.86366482	0.89132231	0.92901905	0.96443482	0.89077706	0.920535734167
BIOCARTA_MONOCYTE_PATHWAY	0.77096757	0.92339530	0.91141510	0.98802463	0.95679402	0.97315710	0.99494949	0.94555413	0.80266299	0.97858671	0.90728235	0.88830138	0.9200908975
PID_VEGF_VEGFR_PATHWAY	0.81615098	0.93249294	0.91583991	0.95572841	0.95279351	0.99035031	0.99453357	0.91243420	0.85996327	0.93568318	0.89589226	0.87703737	0.919908325833
REACTOME_INTRINSIC_PATHWAY	0.78622010	0.89341869	0.97205796	0.95104641	0.91651874	0.98641737	0.99447755	0.88799260	0.81712580	0.95656989	0.95278499	0.91454847	0.919098214167
BIOCARTA_IL17_PATHWAY	0.80032961	0.93094150	0.93438706	0.95520265	0.89160899	0.96797765	0.98640183	0.87541613	0.86864096	0.96116935	0.92671477	0.92867983	0.918955860833
REACTOME_THE_NLRP3_INFLAMMASOME	0.78064327	0.88808276	0.95976772	0.98241596	0.92844731	0.96814958	0.99465241	0.85439385	0.87387511	0.92522006	0.93153439	0.93942820	0.918884218333
BIOCARTA_LYM_PATHWAY	0.82764487	0.93084086	0.90442890	0.97776517	0.93091682	0.97833656	0.99494949	0.94707827	0.82640037	0.93680339	0.89811448	0.87311651	0.9188663075
BIOCARTA_FREE_PATHWAY	0.79769803	0.91389445	0.97960577	0.96306199	0.92794778	0.90236732	0.98226297	0.82431356	0.87364555	0.96851675	0.96592593	0.92472806	0.918664013333
SA_FAS_SIGNALING	0.82897927	0.92184894	0.93051568	0.98998542	0.91443782	0.97711154	0.99365079	0.90108123	0.81533517	0.95858445	0.90923521	0.88213981	0.918575444167
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.84804891	0.92061514	0.94585998	0.95252525	0.93155655	0.99013648	0.99424327	0.90896287	0.80018365	0.93475778	0.92800385	0.86330515	0.91818324
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.80423179	0.97348175	0.89847190	0.98272025	0.90928520	0.96021921	0.98694678	0.87254232	0.81896235	0.92235916	0.94531987	0.94293455	0.9181229275
ST_PAC1_RECEPTOR_PATHWAY	0.82755981	0.89687824	0.97605611	0.96544590	0.93334382	0.94695016	0.99477633	0.87284296	0.86345271	0.95293325	0.96580087	0.82135740	0.918116463333
REACTOME_PD1_SIGNALING	0.79475279	0.90921567	0.93062474	0.98933542	0.89277253	0.96367935	0.99341652	0.86050647	0.86735537	0.93796526	0.90403078	0.95802484	0.916806645
SA_G2_AND_M_PHASES	0.81334397	0.91881295	0.94429859	0.94099282	0.94467958	0.98239845	0.98293863	0.88193200	0.85236711	0.93612576	0.94986051	0.85306525	0.916734635
BIOCARTA_AHSP_PATHWAY	0.86227007	0.92659533	0.95700459	0.96486793	0.89100403	0.96032928	0.98888380	0.83037416	0.90184258	0.84579830	0.95572872	0.91124771	0.916328875
BIOCARTA_FEEDER_PATHWAY	0.80318979	0.92997444	0.94252103	0.95746412	0.93502622	0.96965399	0.99230965	0.82707355	0.87975207	0.94110253	0.90026936	0.91497639	0.916109428333
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.80565125	0.90741333	0.95221309	0.95644142	0.89117128	0.98166774	0.99430609	0.91243420	0.84527089	0.88255299	0.94487734	0.91366766	0.91563894
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.80347687	0.91043644	0.95941466	0.98360611	0.83983165	0.97917473	0.99153268	0.91673069	0.80748393	0.92077730	0.95874940	0.90941116	0.915052135
REACTOME_COPI_MEDIATED_TRANSPORT	0.81203615	0.93351155	0.91377200	0.97519581	0.91556880	0.95639372	0.99424667	0.85757576	0.82777778	0.92287092	0.91280423	0.95296292	0.9145596925
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.84645933	0.87936200	0.93197426	0.97777238	0.89983883	0.96303460	0.98756642	0.90380099	0.80707071	0.94046969	0.94237614	0.89477498	0.914541694167
BIOCARTA_CYTOKINE_PATHWAY	0.83191919	0.91778308	0.93202334	0.94912404	0.92929624	0.96471094	0.99471182	0.80909508	0.84237833	0.95575384	0.93589226	0.90685500	0.914128596667
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.79096225	0.87553557	0.91559591	0.99263400	0.94468013	0.96284118	0.97618819	0.89672784	0.87626263	0.90516697	0.90323232	0.91993019	0.913313098333
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.77763424	0.92891547	0.94376150	0.97370676	0.88797041	0.95215990	0.98811646	0.87402191	0.87130395	0.93091714	0.92093314	0.89606650	0.912125615
REACTOME_UNWINDING_OF_DNA	0.81163211	0.94812642	0.94404913	0.94253948	0.90427645	0.97459703	0.98578898	0.74643619	0.87837466	0.92478806	0.91506494	0.95043470	0.9105090125
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.84896332	0.90203221	0.94983165	0.97903995	0.95152067	0.92211476	0.97840591	0.77938540	0.91138659	0.91903169	0.92306878	0.85956855	0.910362456667
REACTOME_GLUCURONIDATION	0.86507709	0.90145337	0.92077318	0.92083941	0.80656014	0.97395229	0.98133775	0.88378148	0.88726197	0.90133621	0.92097162	0.95511378	0.909871524167
BIOCARTA_EPHA4_PATHWAY	0.72572036	0.92043073	0.91984078	0.99380976	0.87581956	0.97691812	0.99406502	0.92976241	0.87685950	0.94797239	0.90021164	0.83974252	0.908429399167
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.84892583	0.88942609	0.94996375	0.99218567	0.83230281	0.96952648	0.98167447	0.78385261	0.80592287	0.95397229	0.95258297	0.94039125	0.908393924167
BIOCARTA_CTL_PATHWAY	0.78579479	0.92563209	0.92403113	0.97272007	0.81784567	0.97328605	0.99295136	0.91721440	0.81969697	0.91927451	0.89414141	0.94341470	0.907166929167
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.78586922	0.91794814	0.93508908	0.98259601	0.82441022	0.96411352	0.99459469	0.84465785	0.82892562	0.95517297	0.90283790	0.94855185	0.9070639225
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.78312068	0.97257020	0.87867883	0.96518302	0.90642766	0.93909306	0.98393685	0.86719306	0.82075298	0.90555097	0.93864358	0.91803928	0.906599180833
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.81403509	0.90421868	0.95225944	0.97741947	0.90442954	0.97732646	0.98945930	0.89951629	0.77571166	0.89558337	0.92433862	0.85532347	0.9058017825
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.78823498	0.89779247	0.92399433	0.97012010	0.93256444	0.96619385	0.98969697	0.84266610	0.82575758	0.86215756	0.93728716	0.93165242	0.905676496667
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.85513025	0.93953534	0.91773743	0.95095699	0.93920241	0.98912530	0.99313301	0.79557547	0.83787879	0.93500907	0.85133237	0.86340657	0.905668583333
ST_TYPE_I_INTERFERON_PATHWAY	0.76988304	0.88294855	0.94647283	0.92899044	0.85900204	0.95549108	0.99272897	0.83399265	0.87966024	0.89939930	0.96184704	0.95460439	0.905418380833
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.83039341	0.88195880	0.97046852	0.99228650	0.90588082	0.98317215	0.98976827	0.81187936	0.75367309	0.92063825	0.93167869	0.88937087	0.905097394167
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.84617757	0.88424051	0.91468374	0.97265525	0.88011315	0.96165914	0.98598761	0.89103713	0.82194674	0.91235838	0.90802309	0.88185701	0.90506161
ST_INTERLEUKIN_13_PATHWAY	0.85493886	0.92285896	0.87146226	0.95798988	0.92025611	0.94444444	0.99448264	0.86221369	0.79100092	0.91072782	0.88664743	0.94192719	0.904912516667
ST_IL_13_PATHWAY	0.85493886	0.92285896	0.87146226	0.95798988	0.92025611	0.94444444	0.99448264	0.86221369	0.79100092	0.91072782	0.88664743	0.94192719	0.904912516667
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.81074428	0.89364156	0.87773961	0.99349826	0.84304538	0.94811949	0.97939097	0.87658273	0.85174472	0.95262055	0.88224146	0.94337632	0.904395444167
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.81940457	0.87970576	0.91970587	0.99367111	0.89484517	0.96638728	0.98428656	0.87810744	0.79269972	0.93582788	0.86835979	0.91007360	0.9035895625
REACTOME_ETHANOL_OXIDATION	0.82356725	0.88083528	0.96749001	0.92321612	0.90779268	0.97567161	0.97987607	0.84793000	0.88122130	0.85509462	0.94099086	0.85299216	0.903056496667
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.72934078	0.91122269	0.95235486	0.94567061	0.88740898	0.97975500	0.99037603	0.84884052	0.89366391	0.85244183	0.92577201	0.89586548	0.901059391667
REACTOME_COMMON_PATHWAY	0.83601276	0.89625638	0.93347238	0.93516628	0.91870619	0.96350741	0.97913250	0.83464220	0.78622590	0.86190839	0.94242424	0.91725959	0.900392851667
REACTOME_AMINE_DERIVED_HORMONES	0.84486110	0.91257863	0.97368557	0.91568267	0.91455373	0.96180959	0.95376454	0.84499929	0.78333333	0.90571345	0.96372294	0.82872963	0.900286205833
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.85655502	0.88484664	0.93861149	0.97869785	0.85329843	0.93924350	0.99389865	0.80246123	0.86084444	0.86040065	0.91539202	0.91329943	0.899795779167
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.80948432	0.92793104	0.90201748	0.95515584	0.92395485	0.97545669	0.98939139	0.89820743	0.79196511	0.81467999	0.89031265	0.91277908	0.899277989167
REACTOME_TRYPTOPHAN_CATABOLISM	0.78048910	0.89910039	0.90777410	0.97425413	0.90742562	0.98233398	0.97853493	0.79312847	0.87481936	0.87749261	0.90860029	0.90076568	0.898726555
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.80687400	0.84971178	0.93251953	0.97910837	0.83115306	0.97246937	0.99448604	0.91374306	0.80684114	0.87141224	0.91559404	0.90247843	0.898032588333
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.77958533	0.90255245	0.86892951	0.97512919	0.89423028	0.95862884	0.99489008	0.91388533	0.82621671	0.91500540	0.83126503	0.90778614	0.897342024167
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	0.74950558	0.92506245	0.90912226	0.99264841	0.94898493	0.96973995	0.98421526	0.85279556	0.76602388	0.90230723	0.89883598	0.86688002	0.8971767925
BIOCARTA_STEM_PATHWAY	0.79698033	0.88571004	0.95684238	0.89986676	0.89727273	0.93973780	0.97176356	0.84161332	0.87047750	0.91650172	0.91279461	0.87442083	0.896998465
REACTOME_DEFENSINS	0.84292398	0.92344950	0.92701645	0.95732024	0.90131019	0.89638943	0.96546134	0.82072841	0.80055096	0.91993802	0.88875421	0.91420903	0.896504313333
REACTOME_SIGNALING_BY_FGFR3_MUTANTS	0.83189261	0.90320074	0.85835003	0.99153388	0.92875437	0.93662153	0.98726034	0.75662256	0.79370983	0.95127111	0.86481962	0.93877125	0.895233989167
BIOCARTA_ASBCELL_PATHWAY	0.77410420	0.88577353	0.89662891	0.97534165	0.89140365	0.96634429	0.98306765	0.82397212	0.83131313	0.93120231	0.85598846	0.92313471	0.8948562175
BIOCARTA_EXTRINSIC_PATHWAY	0.76025518	0.94457599	0.85096035	0.94417436	0.90415999	0.97756286	0.97524658	0.93366055	0.78838384	0.93295986	0.83407407	0.89217236	0.8948488325
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.77487507	0.91924881	0.92340544	0.99096491	0.91293043	0.93084032	0.99494949	0.89061033	0.81680441	0.84971448	0.90334776	0.83008009	0.894814295
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.65802233	0.86488860	0.95497212	0.97069807	0.87518187	0.91237911	0.98648332	0.90093897	0.77842057	0.91892510	0.94714767	0.96315279	0.894267543333
BIOCARTA_THELPER_PATHWAY	0.75951621	0.91572129	0.92808653	0.98056501	0.82327427	0.91762304	0.99489177	0.91434059	0.75601469	0.93909465	0.87963444	0.91176532	0.8933773175
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.83845295	0.87679608	0.93698251	0.97443418	0.81649887	0.93006662	0.99302436	0.80274577	0.86427916	0.86096535	0.90101010	0.91579933	0.89258794
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.79424774	0.88662979	0.88546996	0.99182917	0.83888392	0.93709435	0.98270979	0.77981221	0.82497704	0.95185397	0.89614238	0.93958536	0.892436306667
REACTOME_SEROTONIN_RECEPTORS	0.83529506	0.82393443	0.95430554	0.94738472	0.93835238	0.92527402	0.90823529	0.79961588	0.87915519	0.85693765	0.93436267	0.88190224	0.890396255833
REACTOME_BETA_DEFENSINS	0.83453482	0.92284336	0.91975090	0.95523686	0.89513606	0.89562485	0.94242254	0.80889173	0.79260790	0.88679643	0.88701299	0.91674410	0.888133545
REACTOME_XENOBIOTICS	0.71500266	0.90888285	0.97893374	0.89041394	0.93749627	0.97601547	0.88112894	0.74142837	0.83934803	0.86391801	0.96569505	0.94195962	0.886685245833
BIOCARTA_TCRA_PATHWAY	0.76604997	0.88125087	0.94058807	0.99337042	0.79306011	0.92897446	0.99471522	0.80266041	0.73498623	0.95475157	0.91189033	0.93287968	0.886264778333
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	0.80804891	0.87157931	0.92043376	0.98922379	0.87353922	0.94734580	0.92455309	0.84280837	0.79146006	0.89848873	0.89024531	0.86583839	0.885297061667
BIOCARTA_TCYTOTOXIC_PATHWAY	0.74956406	0.91303471	0.91564634	0.97956931	0.77863885	0.93831936	0.99489177	0.91306018	0.75298439	0.89377069	0.88019240	0.91255202	0.88518534
BIOCARTA_KREB_PATHWAY	0.79771930	0.86826165	0.92606361	0.94280236	0.89639620	0.96946056	0.99008234	0.81441172	0.86675849	0.79887484	0.89044733	0.85324114	0.884543295
BIOCARTA_FIBRINOLYSIS_PATHWAY	0.82624668	0.85831080	0.85903434	0.89204523	0.95164431	0.95408241	0.96820304	0.88797162	0.82107438	0.83713586	0.85566138	0.89640594	0.883984665833
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.72669856	0.85708918	0.93545714	0.98273826	0.85088213	0.97483344	0.98409812	0.81862285	0.71111111	0.91526445	0.93546898	0.90395589	0.8830183425
